神经元覆盖率,K-多节神经元覆盖率,神经元边界覆盖率,强神经元激活覆盖率,top-k神经元覆盖率
0.7258064516129032,0.5066935483870968,0.04435483870967742,0.08870967741935484,0.6129032258064516
0.7258064516129032,0.5066935483870968,0.04435483870967742,0.08870967741935484,0.6129032258064516
0.7258064516129032,0.5066935483870968,0.04435483870967742,0.08870967741935484,0.6129032258064516
0.7258064516129032,0.5066935483870968,0.04435483870967742,0.08870967741935484,0.6129032258064516
0.7258064516129032,0.5066935483870968,0.04435483870967742,0.08870967741935484,0.6129032258064516
0.7258064516129032,0.5066935483870968,0.04435483870967742,0.08870967741935484,0.6129032258064516
0.7258064516129032,0.5066935483870968,0.04435483870967742,0.08870967741935484,0.6129032258064516
0.7258064516129032,0.5066935483870968,0.04435483870967742,0.08870967741935484,0.6129032258064516
0.7258064516129032,0.5066935483870968,0.04435483870967742,0.08870967741935484,0.6129032258064516
0.7258064516129032,0.5066935483870968,0.04435483870967742,0.08870967741935484,0.6129032258064516
