神经元覆盖率,K-多节神经元覆盖率,神经元边界覆盖率,强神经元激活覆盖率,top-k神经元覆盖率
0.6209677419354839,0.409758064516129,0.08870967741935484,0.1774193548387097,0.3467741935483871
0.6209677419354839,0.409758064516129,0.08870967741935484,0.1774193548387097,0.3467741935483871
0.6209677419354839,0.409758064516129,0.08870967741935484,0.1774193548387097,0.3467741935483871
0.6209677419354839,0.409758064516129,0.08870967741935484,0.1774193548387097,0.3467741935483871
0.6209677419354839,0.409758064516129,0.08870967741935484,0.1774193548387097,0.3467741935483871
0.6209677419354839,0.409758064516129,0.08870967741935484,0.1774193548387097,0.3467741935483871
0.6209677419354839,0.409758064516129,0.08870967741935484,0.1774193548387097,0.3467741935483871
0.6209677419354839,0.409758064516129,0.08870967741935484,0.1774193548387097,0.3467741935483871
0.6209677419354839,0.409758064516129,0.08870967741935484,0.1774193548387097,0.3467741935483871
0.6209677419354839,0.409758064516129,0.08870967741935484,0.1774193548387097,0.3467741935483871
