神经元覆盖率,K-多节神经元覆盖率,神经元边界覆盖率,强神经元激活覆盖率,top-k神经元覆盖率
0.6612903225806451,0.7173387096774193,0.08870967741935484,0.1774193548387097,0.532258064516129
0.6612903225806451,0.7173387096774193,0.08870967741935484,0.1774193548387097,0.532258064516129
0.6612903225806451,0.7173387096774193,0.08870967741935484,0.1774193548387097,0.532258064516129
0.6612903225806451,0.7173387096774193,0.08870967741935484,0.1774193548387097,0.532258064516129
0.6612903225806451,0.7173387096774193,0.08870967741935484,0.1774193548387097,0.532258064516129
0.6612903225806451,0.7173387096774193,0.08870967741935484,0.1774193548387097,0.532258064516129
0.6612903225806451,0.7173387096774193,0.08870967741935484,0.1774193548387097,0.532258064516129
0.6612903225806451,0.7173387096774193,0.08870967741935484,0.1774193548387097,0.532258064516129
0.6612903225806451,0.7173387096774193,0.08870967741935484,0.1774193548387097,0.532258064516129
0.6612903225806451,0.7173387096774193,0.08870967741935484,0.1774193548387097,0.532258064516129
