神经元覆盖率,K-多节神经元覆盖率,神经元边界覆盖率,强神经元激活覆盖率,top-k神经元覆盖率
0.5725806451612904,0.4173387096774194,0.06048387096774194,0.12096774193548387,0.3225806451612903
0.5725806451612904,0.4173387096774194,0.06048387096774194,0.12096774193548387,0.3225806451612903
0.5725806451612904,0.4173387096774194,0.06048387096774194,0.12096774193548387,0.3225806451612903
0.5725806451612904,0.4173387096774194,0.06048387096774194,0.12096774193548387,0.3225806451612903
0.5725806451612904,0.4173387096774194,0.06048387096774194,0.12096774193548387,0.3225806451612903
0.5725806451612904,0.4173387096774194,0.06048387096774194,0.12096774193548387,0.3225806451612903
0.5725806451612904,0.4173387096774194,0.06048387096774194,0.12096774193548387,0.3225806451612903
0.5725806451612904,0.4173387096774194,0.06048387096774194,0.12096774193548387,0.3225806451612903
0.5725806451612904,0.4173387096774194,0.06048387096774194,0.12096774193548387,0.3225806451612903
0.5725806451612904,0.4173387096774194,0.06048387096774194,0.12096774193548387,0.3225806451612903
