神经元覆盖率,K-多节神经元覆盖率,神经元边界覆盖率,强神经元激活覆盖率,top-k神经元覆盖率
0.6935483870967742,0.672016129032258,0.27419354838709675,0.5483870967741935,0.28225806451612906
0.6935483870967742,0.672016129032258,0.27419354838709675,0.5483870967741935,0.28225806451612906
0.6935483870967742,0.672016129032258,0.27419354838709675,0.5483870967741935,0.28225806451612906
0.6935483870967742,0.672016129032258,0.27419354838709675,0.5483870967741935,0.28225806451612906
0.6935483870967742,0.672016129032258,0.27419354838709675,0.5483870967741935,0.28225806451612906
0.6935483870967742,0.672016129032258,0.27419354838709675,0.5483870967741935,0.28225806451612906
0.6935483870967742,0.672016129032258,0.27419354838709675,0.5483870967741935,0.28225806451612906
0.6935483870967742,0.672016129032258,0.27419354838709675,0.5483870967741935,0.28225806451612906
0.6935483870967742,0.672016129032258,0.27419354838709675,0.5483870967741935,0.28225806451612906
0.6935483870967742,0.672016129032258,0.27419354838709675,0.5483870967741935,0.28225806451612906
